Dataset,Task_Type,Model,Accuracy,Precision,Recall,F1_Score,F1_Weighted,ROC_AUC,MCC,Prediction_Time_sec,Samples_Evaluated
CIC2018,multiclass,Logistic Regression,0.8562632607230631,0.32526259600384216,0.31361817900379385,0.284520459807834,0.7952507783794979,0.0,0.33059953405975245,0.2617619037628174,500067
CIC2018,multiclass,Random Forest,0.8400214371274249,0.3578772389735144,0.20187581048341255,0.18633285464735583,0.76815565680536,0.0,0.07445287100799579,1.2213108539581299,500067
CIC2018,multiclass,Extra Trees,0.8404053856783191,0.3392512210626395,0.20285557431950832,0.18837659251819117,0.7694965365903301,0.0,0.08631523974499847,1.311408519744873,500067
CIC2018,multiclass,XGBoost,0.8556733397724705,0.4700423817468828,0.25237260435681375,0.277647443084763,0.8102920873905824,0.0,0.33307581042355283,0.6353414058685303,500067
CIC2018,multiclass,LightGBM,0.7551668076477752,0.20746590615321478,0.2447089865388069,0.21713508430412806,0.7682146946715033,0.0,0.30034797225977683,1.6215016841888428,500067
